,,,,,
Classes,,,,,
-OBS:	Unidade de Ação Autonoma			Necessário haver uma criatura dessas por perto			
-OBS:	Roubar Magia		Não quer dizer usar a magia também.				
							
Magias							
Mago							
Nivel principal							
-Confusão dos Elementos							
Magia Permanente		1 vez por luta					
Toda vez que o oponente atacar combinando o elemental, o elemental de valor de ATK é multiplicado por 2 e adicionando ao valor de contra-ataque do portador.							
							
-Runa Mística							
Magia Permanente		1 vez por luta					
Nega a realização de uma magia Permanente do oponente por uma luta completa Aleatoriamente, rolar o D6.							
							
-Energia secreta*							
Magia Permanente		1 vez por luta					
Por cada magia permanente ou golpe especial do oponente é implicado danos no HP, para magias vezes por 10 cada, para golpes especiais vezes 5, é utilizado apenas um dos efeitos , durante 3D6 rodadas.							
							
-Feitiço das Sombras							
Magia Permanente		1 vez por luta					
Invoca uma corrente capaz de segurar o oponente durante 2D6 rodadas, reduz o ATK/COM em -12, impossibilita o oponente de se defender.							
							
-Campo de força Da Encuridão							
Magia Permanente		1 vez por luta					
Anula magias e golpes que impõe dano no HP.							
							
-Bloqueio de Ataque							
Magia não Permanente							
Força o oponente a se defender mesmo que se tenha o feito o valor de ATK total, nesse caso o ATK é cancelado e o oponente rola a DEF na sua rodada de ATK.							
							
-Parar Defesa							
Magia não Permanente							
Funciona como um bloqueio de ataque. Impede que o oponente se de um ATK, o oponente é forçado a ATK/CON na sua rodada de defesa.							
							
-Reforçamento							
Magia não Permanente							
Quando o oponente utiliza uma magia de controle, que umplica atacar o portador com alguma criatura, como demonio, zumbi ou hordas, por exemplo, aumente a rolagem de dados de ATK ou DEF no valor respectivo dos da criatura; Essa magia serve tanto para ATK quanto para DEF.							
							
-Maldição da Serpente							
Magia não Permanente							
Quando o oponete impor dano no HP, seja por magia ou consequencia da batalha, roube do HP dele o valor respectivo.							
							
-Chamado do Assombro							
Magia não Permanente							
Permite controlar uma horda de Vampiros ou Zumbis, uma única horda com metade dos pontos de HP; para controlar não precisa de teste, o controle termina quando a horda é destruida; horda criada magicamente.							
							
-O Guerreiro que Retorna Vivo							
Magia não Permanente							
Selecione 1 lutador do local do local em questão e o faça realizar um ATK total, pelo portador, ou uma DEF total, o encanto termina na proxima rodada, o efeito dura uma rodada.							
							
-Magia Hipnótica							
Magia não Permanente							
Durante 2D6 rodadas permite controlar um monstro ou demonio de nivel "E" ou "D", no caso de lobisomens o controle é total até a morte da criatura.							
							
-Demônios Gêmeos da Traição e da Ajuda							
Magia não Permanente							
Conjura 2 demônios pequenos que ficam no ombro do portador e outro no do oponente, e então cada um revela uma magia aleatóriamente de cada um; role D6; durante esse efeito não há ATK/COM ou DEF, após essa rodada parada , as rodadas seguem normalmente.							
							
-Ilusões Mágicas							
Magia não Permanente							
Reduz as chances do oponente acertar o portador em 1/6, é rolado o D6 antes de se calcular o dano e após o cálculo do ATK total; o portador é coberto por ilusões reduzindo as chances de acerto do oponente.							
							
-Mudança de Alvo							
Magia não Permanente							
Quando o oponente declarar um ATK total, o portador sendo o alvo, o portador pode mudar a direção do ATK para outro alvo selecionado, no caso de ataques mágicos, no caso de ataques físicos o portador é teleportado, trocando de lugar com o alvo selecionado a escolha do portador.							
							
-Desarmamento							
Magia não Permanente							
Todas as armas de "ATK" e "DEF", não mágicas, do oponente, no caso de mais de um oponente, a magia se extende a +2 oponentes no máximo, desarmando-o.							
							
-Gravidade Zero							
Magia não Permanente							
Usado de duas formas; durante a batalha dura uma rodada, desfaz o efeito de uma magia qualquer, e/ou cancela um ATK, somente, seja mágico ou não; quando não é usada na batalha faz com que num raio de aproximadamente 20m, a gravidade seja mudada, durante no maximo de 2D6 rodadas.							
							
-Dispositivo de Evacuação/ Força Magnética							
Magia não Permanente							
Permite ao portador se envolver em uma energia que o faz voar para um lugar selecionado pelo mesmo; pode ser usado em batalha ou não.							
							
Nivel assassino							
-Espelho de Mão do Demônio							
Magia não Permanente							
Quando o oponente utilizar uma magia que destroi outra magia, rebata o efeito de desativação/destruição/anulação para o oponente, o efeito é direcionado e aleatório, role o D6.							
							
-Anel da Destruição*							
Magia não Permanente							
Essa magia permite criar um cinturão de explosivos no corpo do adversario, para o efeito explosivo acontecer demora 1D6 +2 rodadas, o efeito da explosão é mágico e é todo concentrado no oponente causando nele 70 de dano direto ao HP, na rodada da explosão o portador da magia não pode atacar.							
							
-Ghol da Morte							
Magia não Permanente							
Permite conjurar um servo morto-vivo, com ATK-DEF-COM de 3D6 e 70 de HP, skill +7 para ATK e DEF; o servo existe até seus pontos de hp chegar a zero; depois de conjurado a cada 1D6 rodadas no sol, o servo perde -5 HP; após ser conjurado o servo pode ser chamado de volta a carta, porém ele retorna com -10 de HP de quando foi chamado.							
							
-Contra Designador							
Magia não Permanente							
Quando um guardião designar um "Selamento Místico do Designador", ela é anulada por esse efeito de "Contra Designador".							
							
-Última Vez							
Magia não Permanente							
Permite adicionar uma habilidade extra do "Ghol da Morte"; quando o Ghol atingir Hp de 20 ou menos, sob a ordem do dono o Ghol pode explodir causando 60 de dano ao oponente e transformando em cinzas o Ghol.							
							
-Energia de Movimento Ondulatório							
Magia não Permanente							
O portador pode sacrificar um número "x" de HP e infligir o dobro no HP do oponente sem direito a esquiva ou defesa, o portador não ataca nessa rodada.							
							
-Prego no Caixão*							
Magia não Permanente							
Permite colocar uma marca no oponente, após estar marcado a cada magia não permanente usada, o oponente perde -20 de HP, durante 2D6 rodadas.							
							
-Magia de Outra Dimensão							
Magia não Permanente							
O portador seleciona alguém de uma determinada classe e o scrifica para trazer de volta alguém da mesma classe que morreu, num periodo de até 7 dias.							
							
-Caixa Mística da Morte							
Magia não Permanente							
Após ser realizado um ataque total do oponente, ao comando do portador, fecha-se uma caixa no corpo do portador e de alguém selecionado, o ATK total é então desferido na caixa, o transporte é feito e o portador sai ileso da 2° caixa; essa magia só funciona com ATK fisico sem nenhum tipo de magia, armas magicas são consideradas.							
							
-Armadilha Falsa							
Magia não Permanente							
Quando o oponente usar alguma magia que destrua outra magia essa magia é adicionada entrando no lugar da selecionada e assim é destruida.							
							
-Maldição da Dor							
Magia não Permanente							
O portador pode reverter o ATK total de um oponente para ele com um adicional de +20, sem direito a defesa ou esquiva; o portador não ataca nessa rodada.							
							
-Invocar Mortos Vivos							
Magia não Permanente							
Permite transformar cadaveres em zumbis, independente do número de cadaveres e controla-los.							



		Opcões de personagem							
	Ninja								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Armadilhas	3							
	Camuflagem	2							
	Furtividade	3							
	Interrogatório	2							
	Intimidação	2							
	Rastreio	2							
	Sobrevivência	2							
	Subterfugio	2							
	Escapismo	3							
	Arte Marcial	3	Em combate/+3ATK/DEF sempre						
	Acrobacia	2							
	Alpinismo	1							
	Luta Às Cegas	3	Em combate/ não sofre penalidade						
	Prestidigitação	2							
	Linguagem de Sinal	2							
	Disface	2							
	Furtar	2							
	Leitura Labial	2							
	Primeiros Socorros	3	Acrescenta +3 ao HP						
	Imitar Sons	2							
									
	Evolução de personagem normal								
									
	*Habilidade Padrão								
	-Resistencia a proteção total 3 = 2								
	reduz a proteção total Negativa em "-2"								
	- proteçaõ total = 14								
									
	*Desafiar a Gravidade ³								
	Habilidade que permite ao Nija, durtante um certo periodo, correr normalmnete, nas paredes, no teto, e ate mesmo sobre a água.								
									
	*Mescla-se as sombras³								
	Habilidade que permite ao Ninja, durante um certo periodo, Misturar-se a escuridão completamente, ao olho nu é "impossivel" ser visto, podendo ser percebido pela habilidade secundaria "escutar" e lutar de igualdade com "luta às cegas".								
									
	-Golpes especiais da classe								
	°Tecnica do Relampago	usado 1v	+9DEF						
	°Tecnica do Fogo	usado 1v	+8 ATK/COM						
	°Tecnica do AR	usado 1v	Esquiva						
	°Tecnica da Terra	usado 1v	+10 ATK/COM						
	°Esquiva	usado 1v	Evita o ATK						
									
									
	OBS: As tecnicas Relampago, Fogo, AR, Terra não podem ser dobradas, replicadas e nem modificadas.								
	Os Golpes especiais somam 5 pontos								
									
	Samurai								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Armadilhas	3							
	Disfarce	2							
	Furtividade	3							
	Culinaria	1							
	Empatia	2							
	Labia	1							
	Sobrevivência	2							
	Liderança	1							
	Geografia	1							
	Arte Marcial	3	Em combate/ +3 ATK/DEF Sempre						
	Acrobacia	2							
	Escutar	3	Reduz a Penalidade " Luta às cegas						
	Luta às Cegas	3	Não sofre penalidade/Em combate						
	Prestidigitação	2							
	Botânica	1							
	Manobras para impressionar	1							
	Inocência	2							
	Pesca	1							
	Metereologia	1							
	Primeiros Socorros	3	Acrescenta +3 HP						
									
									
	Evolução de Personagem Normal								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 1								
	Reduz a proteção total negativa em "-1"								
	-Proteção total = 15								
									
	Habilidades Secundarias Especiais								
	*Grande Salto³								
	habilidade que permite ao Samurai pular grandes alturas, pular entre paredes para chegar ao topo, requer muito esforço fisico, porem mais eficas que "Alpinismo" ou derivações.								
									
	*Ataque Duplo³								
	Poderosa habilidade que permite ao Samurai uma vantagem em combate, ele pode realizar 2 rodadas consecutivas, de ataque, ao inves de 1 rodada apenas ou seja, 1 rodada a mais do que faria.								
									
	-Golpes Especiais da Classe								
	*Esquiva	usado 3v	evita o ATK						
	*Saque rápido de arma	usado 1v	+10 ATK/COM						
	Super Ataque	usado 1v	+11 ATK / COM						
									
	OBS: Ataque Duplo utilizar 1 v a cada 6 rodadas.								
									
									
	Guerreiro								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Intimidação	2							
	Montaria	3	Em Combate/+3 ATK/DEF com Animais						
	Sobrevivênvia	2							
	Camuflagem	2							
	Rastreio	2							
	Herbalismo	2							
	Etiqueta	2							
	Interrogatório	2							
	Primeiros Socorros	3	Acrescenta +3 ao HP						
	Heraldica	1							
	Arremesso	3	Em Combate/+3 ATK/DEF						
	Ferreiro	1							
	Arte Marcial	3	Em Combate/+3 ATK/DEF						
	Caça	1							
	Tratamento de Animais	1							
	Sedução	1							
	Barganha	1							
	Mineração	1							
									
									
	Evolução de Personagem Normal								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 2								
	Reduz a proteção total negativa em "-2"								
	-Proteção total = 10								
									
	Habilidades Secundarias Especiais								
	*Espada com Escudo³/Lança com Escudo								
	-Skill adicional; Habilidade que permite adicionar espada e escudo ao skill, funciona como uma Skill comum permanente, podendo usar uma espada com escudo, já que armas pesadas não podem ser usadas em conjunto com escudo, usa-se o conjunto como skill mediano, isolados, como ofensivo ou defensivo.								
									
	*Vigor³								
	-Habilidade que permite ao guerreiro, lutar de mãos vazias ou não com mais eficiência, funciona como um skill mediano; Com arma o "Vigor" dura 1d6 + 3 rodadas como skill, caso esteja de mãos vazias é permante.								
									
	Golpes Especiais as Classe								
	*Defender	usado 2v	+9DEF						
	Concentrar a Força	usado 2v	- + 11ATK/COM						
	Esquiva	usado 1v	Evita o ATK						
									
	OBS: todos os golpes somam 5 pontos								
									
									
	Cavaleiro								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Etiqueta	2							
	Heraldica	1							
	Liderança	1							
	Montaria	3	Em Combate/+3 ATK/DEF						
	Rastreio	2							
	Sobrevivêcia	2							
	Primeiros Socorros	3	Acrescenta +3 ao HP						
	Historia	1							
	Status	1							
	Sedução	1							
	Barganha	1							
	Ferreiro	1							
	Contatos e Aliados	2							
	Luta às Cegas	3	Em Combate/+3 ATK/DEF						
	Manobras para impressionar	1							
	Domar animais	3	Lutar com Animais						
	Tratamento de Animais	1							
	Desenho e pintura	1							
	Joalheiria	2							
									
									
									
	Evolução de Personagem Normal								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 3								
	Reduz a proteção total negativa em "-3"								
	-Proteção total = 19								
									
	Habilidades Secundarias Especiais								
	*Espada com Escudo³/Lança com Escudo								
	-Skill adicional; Habilidade que permite adicionar espada e escudo ao skill, funciona como uma Skill comum permanente, podendo usar uma espada com escudo, já que armas pesadas não podem ser usadas em conjunto com escudo, usa-se o conjunto como skill mediano, isolados, como ofensivo ou defensivo.								
									
	*Resistência ao Elemental³								
	-Habilidade que concede ao personagem uma "Defesa Mágica" +3, contra ATK Elementais, seja ATK combinados com Elementos ou Elementos que infligem danos no HP ou Redução de ATK/Com ou DEF; É utilizada também em rodadas de contra-atk, funciona para golpes especiais.								
									
	Golpes Especiais as Classe								
	Golpe de Espada	usado 1v	+8 ATK/COM						
	Ataque Frontal	usado 1v	- + 7 ATK/CON						
	Defesa	usado 1v	+ 10 DEF						
	Ataque Rasgante	usado 1v	- + 11 ATK/COM						
	Esquiva	usado 1v	Evita o ATK						
									
	OBS: todos os golpes somam 5 pontos								
									
									
	Caçador								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Camuflagem	2							
	Disface	2							
	Furtar	2							
	Labia	1							
	Interrogatório	2							
	Subterfúgio	2							
	Rastreio	2							
	Treinamento de Animais	1							
	Escapismo	3							
	Prestidigitação	2							
	Metereologia	1							
	Caça	1							
	Pesca	1							
	Arremeço	3	em combate/+3 ATK/DEF						
	Investigação	1							
	Alpinismo	1							
	Acrobacias	2							
	Tortura	3	-3HP A cada 2 rodadas de tortura						
	Empatia	2							
	Imitar sons	2							
									
									
	Evolução de Personagem Normal								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 2								
	Reduz a proteção total negativa em "-2"								
	-Proteção total = 15								
									
	Habilidades Secundarias Especiais								
	*Tempo de Bala/Reduzir Tempo³								
	-Hbilidade de complementar a "Esquiva", permite com que o caçador a proeza que nenhuma outro pode, Esquivar-se de golpes e além disso de tiros, flechas,zarabatanas e fukumi bari; com exceção de projetis/balas, é possivel agarrar objetos lançados para serem arremessados de volta; Só pode ser usado caso tenha "esquiva", granadas contam.								
									
	*Alternar entre Armas³								
	-Permite ao caçador a destreza de trocar de arma em grande velocidade, alternando entre armas, como por exemplo alternar entre armas de fogo e escudo, ou arco de flexa e escudo, ou entre duas armas ofensivas; a troca de armas funcionam entre rodadas, normalmente perde-se 1 rodada para faze-la.								
									
	Golpes Especiais as Classe								
	Ataque Forte	usado 2v	+11 ATK/COM						
	Esquiva	usado 3v	Evita o ATK						
									
	OBS: todos os golpes somam 5 pontos								
	OBS2: tempo de bala 2 opções								
	1-Anula o ATK do oponente e devolve o que foi lançado, realizando somente essa ação na rodada de esquiva; começa rod. De atk.								
	2-Anula o ATK do oponente e devolve o que foi lançado na sua própria rodada de ATK.								
									
									
	Monge								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Tratamento com animais	1							
	Culinaria	1							
	Rituais	2							
	Historia	1							
	Sobrevivência	2							
	Artes Marciais	3	Em combate/+3ATK/DEF						
	Hipinose	3							
	Leitura Labial	2							
	Furtividade	3							
	Status	1							
	Inocencia	2							
	Teoria da Magia	3							
	Barganha	1							
	Arqueologia	1							
	Empatia	2							
	Pesca	1							
	Mineração	1							
	Labia	1							
	Meteorologia	1							
	Luta as Cegas	3	Em combate/+3ATK/DEF						
									
									
	Evolução de Personagem Reduzida								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 1								
	Reduz a proteção total negativa em "-1"								
	-Proteção total = 16								
									
	Habilidades Secundarias Especiais								
	*Desafiar a Gravidade³								
	-Habilidade que permite ao Monge, durante um certo tempo, correr normalmente, nas paredes, no teto e até mesmo sobre a água.								
									
	*Efeito de Clarividência³								
	-Habilidade que permite ao monge vislumbrar, por um tempo, fatos relacionados a ele ou a outros; do futuro e até mesmo do passado, apresentada de forma simples ou complexa, completa ou incompleta; em termos de jogo usa-se 2v por sessão, controladas diretamente pelo mestre ou, uma vez a pedido do jogador e outra do mestre								
									
	Golpes Especiais	As 5 magias Permanentes		Somam 5 pontos					
									
	-Desvantagens - Adiquiridas no experiente e mestre								
	*Tendência a ganhar inimigos- o personagem desperta inimizades com os outros, por seu jeito ou seja lá o que for, as outras pessoas costumam rivalizar e até se tornar inimigo do personagem.								
									
	*Efeitos de Clarividência								
	O personagem pode ouvir os espiritod em algumas ocasiões, susurros desconcertantes, geralmente gritos, reclamações, choro, vozes que destraem e encomodão o personagem, sem um modo de se comunicar com eles."-3" em ATK/COM e DEF ao utilizar magia de 6 em 6 ROD.								
									
	-Nivel Assassino '	Desvantagem Adicional							
	*Olhos Esbranquiçados								
	Os olhos se tornão muito claros, quase brancos gerando um certo desconforto nos outros, sem penalidades.								
									
									
	Guardião								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Domar Animais	3	Lutar com animais						
	Desenho e Pintura	1							
	Teoria da Magia	3							
	Rituais	2							
	Joalheria	1							
	Status	1							
	Heraldica	1							
	Arremesso	3	Em combate/+3 ATK/DEF						
	Etiqueta	2							
	Empatia	2							
	Liderança	1							
	Inocência	2							
	Mineração	1							
	Sedução	1							
	Primeiros Socorros	3	+3 ao HP						
	Manobras para Impressionar	1							
	Contatos e Aliados	2							
	Ferreiro	1							
	Barganha	1							
	Metereologia	1							
									
									
									
	Evolução de Personagem Reduzida								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 2								
	Reduz a proteção total negativa em "-2"								
	-Proteção total = 19								
									
	Habilidades Secundarias Especiais								
	*Resistencia Elemental³								
	-Habilidade que concede ao personagem uma "Defesa Mágica" +3 contra ataques elementais, seja ATK combinado com elementos ou elementais que infligem danos ao HP, ou redução de ATK/CON e DEF; utilizado tambem em rodadas de contra-atq; funciona para golpes especiais.								
									
	*Vigor³								
	-Habilidade que permite ao guardião, lutar de mãos vazias ou não, com mais eficiencia, funciona como um skill mediano; com arma o "vigor" dura 1D6 + 3 rodadas como skill adicional, caso esteja de maos vazias é permanente.								
									
	Golpes Especiais;		As 5 magias permanentes		somam 5 pontos				
									
	-Desvantagens- Adiquiridas no nivel experiente e mestre								
	*Inquietar Animais = Por motivos não explicados os animais em alguns raros momentos se tornam aversos a você, apesar de  normalmente serem amistosos; Eles se afastam , setem medo e as vezes se tornãm ferozes.								
									
	*Assombrado = Pessoas mortas que o personagem conheceu em vida retornam como espiritos para assombralo. As vezes falam coisas sem um sentido necessariamente, as vezes aparecem de formas estranahs como sem braço ou sem cabeça por exemplo.								
									
	Nivel assassino - Desvantagem adicional								
	*Sangramento = Escorre sangue da boca, ou do nariz e atpe os ouvidos, acontece pelo uso excessivo da magia, acontecendo repetidamente provoca "-3" em HP, durante umas rodadas especiais ( 6 em 6 rodadas após usar magia )								
									
									
	Mago								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Atuação	1							
	Ilusionismo	1							
	Instrumentos Musicais	1							
	Joalheria	1							
	Mineração	1							
	Status	1							
	Subterfugio	2							
	Impressionar	2							
	Empatia	2							
	Jogos de cartas	1							
	Acrobacia	2							
	Historia	1							
	Rituais	2							
	Teoria da Magia	3							
	Hipnose	3							
	Arquitetura	1							
	Tratamento de Animais	1							
	Leitura Labial	2							
	Costureiro	1							
	Antropologia	1							
									
									
	Evolução de Personagem Reduzida								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 1								
	Reduz a proteção total negativa em "-1"								
	-Proteção total = 14								
									
	Habilidades Secundarias Especiais								
	*Conhecimentos sobre os livros de magia³								
	-São conhecimentos que os magos adiquirem sobre tanto magias sobre outros magos e seus detalhes como tambem de monges e guardiões, possivelmente de objetos magicos e teorias sobre a magia, e outros assuntos misteriosos								
									
	*Efeitos de Clarividências³								
	- Habilidade que permite ao mago vislumbrar, por um tempo, fatos relacionados a ele ou a outros; do futuro e até mesmo do passado, apresentados de forma simples ou complexa, completa ou incompleta; em termos de jogo usa-se 2v por sessão, controladas diretamente pelo mestre ou , uma vez a pedido do jogador e outra do mestre.								
									
	Golpes especiais	As 5 magias Permanentes		Somam 5 pontos					
									
	Desvantagens - Adiquiridas no nivel experiente e mestre								
	- Tendência a ganahr inimigos - funciona exatamente como descrito no "monge".								
									
	- Poltergeist - Um espirito se manifesta, de forma invisivel, coisas inexplicaveis acontecem, vasos estouram, copos se mexem, portas se batem, vidro se quebram, ampulhetas funcionan ao contrario; é causado dano fisico no personagem, "-3" em HP, durante rodadas especificas (6 em 6 apo mag)  								
									
	Nivel Assassino - Desvantagem adicional								
	-Toque letal - Parecido com "aura de medo"; animais sentem-se acoados e fogem, plantas, ervas, vegetais, apodrecem na sua presença, as vezes se despedação ao toque esse efeito funciona as vezes..								
									
									
	Mago								
	Kit sugestão de habilidades secundárias								
	Habilidade	Nivel	Detalhes						
	Armadilhas	3							
	Arrombamentos	2							
	Atuação	1							
	Escapismo	3							
	Disfarce	2							
	Acrobacia	2							
	Artes Marciais	3							
	Tortura	2							
	Luta às cegas	3							
	Manobras para impressionar	1							
	Status	1							
	Camuflagem	2							
	Arremesso	3							
	Leitura Labial	2							
	Intimidação	2							
	Treinamento de Animais	1							
	Inocencia	2							
	Escutar	3							
	Prestidigitação	2							
									
									
									
	Evolução de Personagem Reduzida								
									
	Habilidade Padrão								
	-Resistencia a Proteção Total ³ = 1								
	Reduz a proteção total negativa em "-1"								
	-Proteção total = 14								
									
	Habilidades Secundarias Especiais								
	*Mesclar-se as Sombras³								
	-Habilidade que permite ao assassino, durante u certo periodo, misturar-se a escuridão completamente, ao olho nu é "impossivel" ser visto, podendo ser percebido pela habilidade secundaria "escutar" e lutar de igualdade com "luta às cegas"								
									
	*Aura de Medo³								
	-O assassino é capaz de provocar uma sensação de medo a outros, faz com que os outros sintão medo, terror, calafrios, duvidas, percepções decisivas. Pesoas comuns são facilmente influenciadas e muito vulneráveis a tal. "-3 ATK/DEF durante o combate.								
									
	Golpes especiais	Vantagens							
	-Sempre +7 ATK/DEF usar o elemental mais um vez; elemental nivel 2								
									
	Desvantagens								
	*Provocar Empatia Negativa								
	-uma consequência de ser assassino é provocar sempre, em algumas situações, uma impressão negativa, pessoas não sabem porque, simplesmente não gostam de voce, não vão com a sua cara ou não confiam em você; talvez seja uma aura de medo despertando ou apenas intuição; nem sempre é facil causar uma boa impressão e adiquirir confiança alheia, porém sempre ha aqueles que são atraidos pelo "mal elemento".								
									


                                    												
Descrição das Habilidades Secundárias												
Tratamento de animais ¹												
Conhecimentos que permitem tratar de animais feridos ou doentes												
Treinamento de Animais¹												
Saber como treinar animais domesticos ou ate selvagens, para fazerem truques simples, e com muita insistencia, truques mais complexos, ou apenas para que saibao se comportar.												
Montaria³												
SAber montar em animais. Habilidades que permite usar animais para combates.												
Domar Animais³												
Habilidade mais especifica para treinamentos de animais, possui resultados mais rapidos e eficientes inclusive para fazer o animal lutar por você.												
Armadilhas ³												
Capacidade de preparar armadilhas. Também usada para desarmar e concertar armadilhas. Serve também para perceber o ambiente e a possivel armadilha.												
Arrombamento¹												
Permite ter os conhecimentos necessarios para passar por uma porta trancada, seja quebrando ela da forma certa ou abri-la sem deixar rastros.												
Arquitertura¹												
Criação de projetos visuais, como a construção de casas e edificações. Permite que muita atenção perceba paredes e colunas suspeitas.												
Atuação												
Capaz de simular emoções, crenças ou um estado de espirito que não é necessariamente o seu. Permite tornar os seus argumentos mais convicentes ou fingir ser outra pessoa.												
Canto¹												
Saber cantar de modo agradavél.												
Culinaria¹												
Saber cozinhar bem, conhecer ingredientes para receitas.												
Dança¹												
Habilidade de saber dançar qualquer tipo de ritmo, podendo aprender outros tipo de dança, caso não conheça, podendo aprender so de olhar.												
Desenho de PIntura¹												
Saber produzir ou reproduzir ilustrações usando varios tipos de material ou tecnicas.												
Escapismo2												
Habilidade de escapar de algemas, correntes, cordas e outros mecanismo de imobilizaçao, se libertando sem se machucar.												
Escultura¹												
produzir figuras tridimencionais moldando o barro, madeira, pedra, marmore e ate metal.												
Instrumentos Musicais¹												
Saber tocar instrumentos. permite saber afinar e concertar.												
Joalheria²												
Habilidade de saber lidar com metais e pedras preciosas e até a capacidade de avaliar, estimar o valor de um objeto e se é autentico ou não.												
Prestidigitação²												
Truque de mão rapidas, poder fazer sumir pequenos obejtos da vista das pessoas.												
Camuflagem¹												
saber esconder-se ou esconder pessoas em ambientes naturais como florestas e campos.												
Antropologia¹												
Conhecimentos de estudo sobre o ser humano atravez de varios aspectos, aliando caracteristicas do homem vivio, fisico e seu fóssil.												
Arqueologia¹												
Estudo de fatos a partir de movimentos e instrumentos não escritos. É possivel saber sobre o passado.												
Botânica¹												
Ciência que estuda as planta. Sabe identificar diferentes espécies de plantas e determinar se são comestiveis, venenosas ou medicinais.												
Geografia¹												
Estuda a superficie da terra, seus acidentes fisicos, clima, solos e até mesmo um pouco da história de uma fámilia.												
Historia¹												
Estudo de fatos notaveis ocorridos no decorrer do tempo e da historia.												
Herbalismo²												
Conhecimentos de ervas. Lida com confecção de poções, venenos e outros compostos derivados de ervas e plantas medicinais. Mais especifico que a botânica.												
Metereologia¹												
O personagem sabe prever o clima no dia seguinte.												
Zoologia¹												
Permite identificar os diferentes tipos de animais como seus habitos tambem.												
Oculto²												
Permite reconhcer e até entender um pouco do que se passa à sua volta. Ajuda a identificar rituais, itens misticos, gestos, livros e maigia.												
Rituais²												
Capacidade de entnder a logica por tras da magia realizada												
Teoria da magia²												
Consegue entender a logica por traz da magia realizada												
Disface²												
Habilidade de parecer-se com outra pessoa ou pelo menos, ocultar a própria aparência.												
Escutar³												
Através de um ouvido bem treinado, pode-se interpretar ou discernir diferentes sons, conversar no meio de uma multidão, vozes atras da porta.												
Acrobacia¹												
Habilidade de equilibra-se em pequenas superfícies, andar sobre cordas e tal.												
Arremesso³												
Habilidade de saber arremessar objetos, como facas, por exemplo.												
Alpinismo¹												
Habilidade de saber escalar montanhas, rochedos, por exemplo, de maneira eficais.												
Caça												
Saber a forma de atrais animais ou insetos, o jeito de captura-lo.												
Pesca¹												
funciona da mesma forma da caça, sendo este mais especifico para criaturas marinhas.												
Etiqueta¹												
Permite ao personagem saber como falar, vestir-se e comporta-se de acordo com a situação. o personagem apenas age de maneira correta, a interpretação depende do jogador.												
Falsificação²												
Técnica usada para criar pópias convicentes de cartas, documentos, obras de arte e demais objetos.												
Furtar²												
É a arte de retirar objetos de posse das pesoas sem que elas percebam. Pode ser usada para colocar objetos em posse das pessoas se que percebam.												
Furtividade²												
A habilidade de se esconder e escopar do campo visual de alguém. Se mover em silêncio razoavelmente,												
Jogos de carta¹												
Permite saber jogar, entender jogos de cartas, até saber um jeito de burlar as partidas a próprio beneficio,												
Jogos de Tabuleiro¹												
Identico ao" jogo de cartas", mas funciona para jogos de tabuleiro												
Linguagem de sinais¹												
Permite saber criar códigos gestuais, para uma mensagem, evitando a fala, serve para entender o que o outro está falando também.												
Leitura Labial¹												
Percepção boa o bastante para ver, e entender o que esta dizendo com os labios mesmo sem ouvir.												
Imitar Sons¹												
Hablidade de saber imitar sons, seja a voz de alguem , ou animais, sons de objetos também, mas o som emitido nem sempre é convicente o bastante.												
Empatia²												
O personagem compreende e é capaz de sentir as emoções de outras pessoas, estando apto a reagir prontamente a elas. Ajuda a detectar mentiras, mas de forma imprecisa.												
Hipnose²												
Atraves de luzes, movimentos ou palavras, o personagem afeta a mente da vítima fazendo com que se torne sugestionavel e mais facil de manipular. Melhoras as chances de convencer alguém.												
Interrogatório²												
Atraveś de pergunta habilidosas e muita pressão emocional, o personagem consegue "colocar o suspeito na parede" e fazer com que caia em contradição, existindo ou não, conseguindo dele o que desejar.												
Impressionar²												
Habilidade de usar a roupa certa, o palavreado certo , tudo na hora certa. A inteção é ganhar a confiança dos presentes, fazendo-os sentir que o personagem é um deles, mesmo que não seja.												
Intimidação²												
Similar á "Lábia", mas utiliza ameaças em vez de conversa civilizada. Um personagem habilidoso pode intimidar alguém mesmo que não tenha condições de cumprir a ameça, desde que a vítima não saiba disso.												
Lábia¹												
